nome,conselho_regional,registo,localidade,data_constituicao,email,morada,codigo_postal,telefone,telemovel,fax,url_fonte,zona_evento,tipo_evento,observacoes
"VIEIRA MESQUITA, ZENÓGLIO DE OLIVEIRA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS SP, RL",Lisboa,15/18,LISBOA,29-03-2018,vieiramesquita-13594l@adv.oa.pt,"Av 5 de Outubro, 70 - 6º",1050-059 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=78,,,
"VIEIRA PROCUREMENT LEGAL SERVICES - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,46/09,LISBOA,08-05-2009,fv@vieiracostagomes.pt,"Rua Marquês de Fronteira, n.º 111, 3º dto.",1070-292 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=78,,,
"VIEIRA, GRILO & SILVA - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,17/24,LISBOA,10-05-2024,geral@vieiragriloesilva.pt,"Avenida das Forças Armadas, n.º 2 A, 1º D",1600-082 LISBOA,+351217970906,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=78,,,
"VIEIRA, SIMÃO E OLIVEIRA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL",Lisboa,69/05,ODIVELAS,12-12-2005,vsoassociados@hotmail.com,"R. Heróis do Ultramar, 24 r/c esqº.",2675-489 ODIVELAS,+351219327008,,+351219339313,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=78,,,
"VILALONGA DURÃO & AMADO - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,13/92,LISBOA,26-02-1992,vda@vdaadv.pt,"Av. Fontes Pereira de Melo, 15 - 3º. Drtº.",1050-115 LISBOA,+351213118520,,+351213118529,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=78,,,
VILLALOBOS & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL,Lisboa,6/95,LISBOA,21-02-1995,v.a@villalobosadv.com,"Rua Tierno Galvan, Torre 3, 412 - 4º.",1070-274 LISBOA,+351213813170,,+351213850658,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=78,,,
"VIRGÍLIO, MIRA e ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,18/09,SINTRA,20-02-2009,hugo.virgilio-16933l@adv.oa.pt,"Beloura Office Park, Rua do Centro Empresarial, Edifício Escritórios 2, Piso 1, Escritório 10",2710-693 SINTRA,+351217921180,,+351217921181,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=78,,,
"VITALINO CANAS E ASSOCIADOS, ADVOGADOS, SP, RL",Lisboa,47/07,LISBOA,12-10-2007,geral@vitalinocanas.pt,"Campo Grande, n.º 35 - 11º E",1700-087 LISBOA,+351213822270,,+351213822279,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=78,,,
VÍTOR ALBUQUERQUE & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL,Lisboa,29/10,CHARNECA DA CAPARICA,15-03-2010,vitor.albuquerque-10314l@adv.oa.pt,"R. António Andrade, 1160 - A Charneca da - Caparica",2820-435 CHARNECA DA CAPARICA,+351210962371,,+351210962371,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=78,,,
"VITOR COELHO SILVA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, RL",Lisboa,40/14,LISBOA,14-07-2014,vitor.silva@vcs-advogados.com,"Campo Grande, 28 - 3º C",1700-093 LISBOA,+351217975486,,+351218432423,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=78,,,
"VITOR MARQUES MOREIRA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,34/04,LISBOA,20-07-2004,lisboadvocatus@mail.telepac.pt,"Campo Grande, 28 - 7º D",1700-093 LISBOA,+351213143186,,+351213536709,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=79,,,
"VPA - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,28/18,LISBOA,27-06-2018,verapereira-21352l@adv.oa.pt,"Rua Projectada à Matinha, prédio A - 1º B",1950-327 LISBOA,+351211387417,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=79,,,
"VPR & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,44/19,LISBOA,30-09-2019,vitorparibeiro@gmail.com,"Av. Defensores de Chaves, n.º 56 - 1º dto.",1000-121 LISBOA,+351217972076,,+351217972076,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=79,,,
"VVOC - VAZ, CORREIA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Lisboa,20/17,LISBOA,25-05-2017,alexandravcorreia-21804l@adv.oa.pt,"Av António Augusto de Aguiar, n.º 27, R/C Direito e Esquerdo",1050-012 LISBOA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=79,,,
WANZELLER & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL,Lisboa,61/09,LISBOA,14-07-2009,heliawanzeller-13666l@adv.oa.pt,"Rua de S. Nicolau, n.º 121 - 2º andar",1100-548 LISBOA,+351217950142,,+351217959035,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=L&r=&n=&lo=&m=&cp=&op=&o=0&page=79,,,
"A. DIAS PEDRO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,43/04,CASTELO BRANCO,08-09-2004,a.diaspedro-1573c@adv.oa.pt,"R. Poeta João Roiz, 12 - 1º. E",6000-260 CASTELO BRANCO,+351272337777,,+351272337778,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0,,,
A. NETO BRANDÃO & ASSOCIADOS RL - SOCIEDADE DE ADVOGADOS DE RESPONSABILIDADE LIMITADA,Coimbra,22/92,AVEIRO,09-06-1992,nb.advogados@mail.telepac.pt,"Avª. Dr. Lourenço Peixinho, 87 - 3º. Dtº.",3800-165 AVEIRO,+351234423459,,+351234425397,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0,,,
"A2 - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,31/22,PORTO DE MÓS,29-07-2022,anajanuario-5663c@adv.oa.pt,"Avenida da Liberdade, n.º 13 - 1º dto.",2480-302 PORTO DE MÓS,+351244491204,,+351244491722,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0,,,
"AGM - SOCIEDADE DE ADVOGADOS, SOLICITADORES E ECONOMISTAS, SP, RL",Coimbra,25/25,PAMPILHOSA DA SERRA,18-07-2025,martadebritomartins-70666C@adv.oa.pt,"Rua Dr. Castanheira Figueiredo, nº 18",3320-225 PAMPILHOSA DA SERRA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0,,,
"ALBANO DIAS FERREIRA E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,18/96,COIMBRA,26-02-1996,advogados@albanodiasferreira.pt,"R. Oliveira Matos, 7",3000-305 COIMBRA,+351239822541,,+351239837277,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0,,,
"ALBERTO BARREIROS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,57/05,ALCANENA,04-11-2005,albertobarreiros-11186l@advogados.oa.pt,"R. Engº. Duarte Arantes de Oliveira, 46 C",2380-071 ALCANENA,+351249882551,,+351249891521,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0,,,
"ALCIDES HENRIQUES, TENREIRO PATROCÍNIO & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL",Coimbra,2/96,SEIA,08-01-1996,geral@sadvahtp.com,"Av. Visconde de Valongo, 5 e 7 r/c",6270-486 SEIA,+351238312431,,+351238314654,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0,,,
"ALMEIDA HENRIQUES E ASSOCIADOS- SOCIEDADE DE ADVOGADOS, RL",Coimbra,49/12,VISEU,30-11-2012,cah-3187c@adv.oa.pt,"Rua Miguel Bombarda, 13, 1º H",3510-089 VISEU,+351232432955,,+351232432956,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0,,,
"ALPHA - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,30/19,COIMBRA,23-07-2019,ph@alphalegaladv.com,"Av Cónego Urbano Duarte, n.º 65, Piso -1",3030-215 COIMBRA,+351239851020,,+351239851029,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0,,,
"ÁLVARO BATISTA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,45/14,CASTELO BRANCO,31-07-2014,ab.advogados.cb@gmail.com,"Av General Humberto Delgado, 58 - 1º",6000-081 CASTELO BRANCO,+351272328011,,+351272328213,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0,,,
"ALVES HENRIQUES, ADEMAR BAPTISTA E ASSOCIADOS- SOCIEDADE DE ADVOGADOS RL",Coimbra,33/89,VISEU,07-09-1989,a.henriques.soc@mail.telepac.pt,"Rua Miguel Bombarda, 47 - 1º.",3510-090 VISEU,+351232483380,,+351232428403,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=2,,,
"AMADO & ALMEIDA SANTOS - SOCIEDADE MULTIDISCIPLINAR DE PROFISSIONAIS, SP RL",Coimbra,20/18,LEIRIA,23-04-2018,mariajoaoamado-58413C@adv.oa.pt,"Rua Almeida Garrett, 20 - 22",2400-088 LEIRIA,+351244243233,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=2,,,
AMARO & AMARO-SOCIEDADE DE ADVOGADOS RL,Coimbra,35/07,AVEIRO,18-09-2007,jose.amaro-1705p@advogados.oa.pt,"Av. Dr. Lourenço Peixinho, Edfº. 15 - 6º. B",3800-164 AVEIRO,+351234420024,,+351234424740,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=2,,,
"ANA PINHEIRO & NUNO ALMEIDA - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,23/03,SEIA,24-03-2003,apna.seia@gmail.com,"Av. Luís Vaz de Camões Edifício Jardim I , 1 - r/c drtº.",6270-000 SEIA,+351238313092,,+351238313388,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=2,,,
"ANDREIA COELHO, LILIANA PEREIRA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,11/24,VISEU,22-03-2024,geral@al-advogados.pt,"Rua Alexandre Herculano, 43 - 2º",3510-036 VISEU,+351232488531,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=2,,,
"ANTERO SIMÕES – ADVOGADO, SP, UNIPESSOAL LDA",Coimbra,44/25,LEIRIA,14-11-2025,anterosimoes-69147C@adv.oa.pt,"Rua de Alcobaça, 26, 1º e 2º",2400-086 LEIRIA,,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=2,,,
"ANTÓNIO ARNAUT E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,46/90,COIMBRA,03-12-1990,arnautassociados@gmail.com,"Rua Dr. Manuel Rodrigues, 10 - 3º.",3000-258 COIMBRA,+351239852540,,+351239833399,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=2,,,
ANTONIO FERRAZ E HELENA COIMBRA-SOCIEDADE DE ADVOGADOS RL,Coimbra,1/96,TONDELA,08-01-1996,a.ferraz.h.coimbra@mail.telepac.pt,"Rua Dr. Abel Lacerda, 31",3460-573 TONDELA,+351232822761,,+351232823525,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=2,,,
"ANTÓNIO FERREIRA e PAULA CAMILO, SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,64/10,GUARDA,30-06-2010,soc.@oa.pt,"Rua Alves Roçadas, 27 A, 1º, CM2",6300-663 GUARDA,+351271213346,,+351271082765,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=2,,,
"ANTÓNIO JOSÉ MARTINS, FÁTIMA BARBEIRO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,25/96,CASTELO BRANCO,15-03-1996,acamsolawyers@acamsolawyers.com.pt,"Rua Nossa Senhora da Piedade, Lote 1 - 1º. 4",6000-279 CASTELO BRANCO,+351272339420,,+351272339429,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=2,,,
"ANTUNES FERREIRA, JORGE GASPAR & ASSOCIADOS-SOCIEDADE DE ADVOGADOS DE RESPONSABILIDADE LIMITADA",Coimbra,30/96,COVILHÃ,17-04-1996,jorge.gaspar-2499c@adv.oa.pt,Centro Cívico - Edif. Sporting 2º. Frt.,6200-073 COVILHÃ,+351275320750,,+351275323737,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=3,,,
"ARMANDO FRANÇA & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,35/94,AVEIRO,22-07-1994,afa.aveiro@afadvogados.pt,"Praça Humberto Delgado, nº 5 - 1º",3810-117 AVEIRO,+351234384665,,+351234347062,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=3,,,
"ARMINDO SEQUEIRA & MARIA MAGALHÃES - SOCIEDADE DE ADVOGADOS, RL",Coimbra,67/13,AVEIRO,19-12-2013,soc.@oa.pt,"Rua Batalhão Caçadores Dez, n.º 64, 1º, Drt.",3810-064 AVEIRO,+351234422938,,+351234384643,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=3,,,
"AURÉLIO LOPES & A. GOMES COSTA, ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP RL",Coimbra,25/20,COIMBRA,21-09-2020,aureliolopes.advogados@gmail.com,"Rua João de Ruão, n.º 21 - 3º esq",3000-229 COIMBRA,+351239828968,,+351239833900,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=3,,,
BRITO SALVADOR & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL,Coimbra,71/10,AVEIRO,10-08-2010,brito.salvador-3136c@adv.oa.pt,"R. Gustavo Ferreira Pinto Basto, 17 Entrada C - - 1º. X",3810-119 AVEIRO,+351234111771,,+351234348219,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=3,,,
"CALMEIRO, MARTINS & ASSOCIADOS - SOCEIDADE DE ADVOGADOS, RL",Coimbra,48/14,CASTELO BRANCO,03-09-2014,geral@cmadvogados.pt,"Praça Rainha D. Leonor, n.º 7, 1º , Esq.",6000-117 CASTELO BRANCO,+351272346715,,+351272346714,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=3,,,
"CANDEIAS & ASSOCIADOS - SOCIEDADE MULTIDISCIPLINAR DE ADVOGADOS E CONSULTORES, SP, LDA",Coimbra,94/10,LISBOA,16-12-2010,secretariado@candeias.pt,"Rua Soeiro Pereira Gomes, lote 1 – 4º A",1600-196 LISBOA,+351707201228,,+351239842417,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=3,,,
"CARDOSO, BARROS & BARROS E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL",Coimbra,53/02,COIMBRA,03-07-2002,CardosoeBarros@mail.telepac.pt,"Edfº. Golden / Av. Sá da Bandeira, 115 Piso 8 - Escritório 1",3000-351 COIMBRA,+351239829949,,+351239829949,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=3,,,
"CARLOS COELHO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,23/94,COIMBRA,12-04-1994,geral@carloscoelhoassociados.pt,"Rua João Machado, 100 - 6º. Sala 605",3000-390 COIMBRA,+351239826171,,+351239832687,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=3,,,
CARLOS DELGADO & RUI MENDES-SOCIEDADE DE ADVOGADOS RL,Coimbra,13/02,COVILHÃ,25-01-2002,ruimendes-3866c@adv.oa.pt,"Centro Cívico, Edifício dos C.T.T. - 4º. Esqº.",6200-073 COVILHÃ,+351275320911,,+351275320919,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=3,,,
"CARLOS FERRER, FREDERICO NOGUEIRA, JOSÉ BORGES PINTO E JOSÉ PIRES - SOCIEDADE DE ADVOGADOS SP, RL",Coimbra,35/98,COIMBRA,10-09-1998,carlos.ferrer.santos-1667c@advogados.oa.pt,"Rua Padre Estevão Cabral, 120 - 3º Salas 304 - e 305",3000-220 COIMBRA,+351239851740,,+351239840749,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=4,,,
"CARRETO LAGES E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,54/02,OLIVEIRA DE FRADES,11-07-2002,geral@carretolages.com,"Av dos Descobrimentos, edf Administrativo, 1º",3680-110 OLIVEIRA DE FRADES,+351234481257,,+351234481259,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=4,,,
"CASTANHEIRA, ALMEIDA, PEREIRA, MATEUS FERREIRA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL, LDA",Coimbra,32/92,COIMBRA,01-10-1992,GERAL@CAPA-ADVOGADOS.COM,"Rua João do Ruão, 12 - 1º, esc. 5 e 6",3000-229 COIMBRA,+351239842730,,+351239842732,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=4,,,
"CÁTIA LOURENÇO & ASSOCIADOS – SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,16/23,LEIRIA,16-06-2023,geral@cladvogados.pt,"Rua Vasco da Gama, n.º 4 - 1º",2400-256 LEIRIA,+351244244650,,+351244244650,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=4,,,
"CELSO CRUZEIRO, CUNHA GIL E ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,3/95,AVEIRO,01-02-1995,geral@ccadvogados.pt,"Rua Capitão Sousa Pizarro, 25 - 2º.",3810-076 AVEIRO,+351234377860,,+351234426408,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=4,,,
"COUCEIRO, SÁ PINTO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP RL",Coimbra,45/19,GAFANHA DA NAZARÉ,22-10-2019,couceirosapinto.advogados@gmail.com,"Av José Estevão, n.º 400 B, r/c centro",3830-556 GAFANHA DA NAZARÉ,+351234286270,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=4,,,
"COUTINHO DA COSTA & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,1/21,COIMBRA,08-01-2021,coutinhosadvogados@gmail.com,"Rua João Machado, n.º 100, 7º, sala 702",3000-226 COIMBRA,+351239826091,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=4,,,
DIAS DA SILVA & ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL,Coimbra,62/10,VISEU,07-06-2010,ruisilva.advogados@mail. telepac. pt,"R. Major Leopoldo da Silva, 24 - 1º",3510-123 VISEU,+351232431431,,+351232431435,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=4,,,
"DIOGO, NETO, MARQUES E ASSOCIADOS-SOCIEDADE DE ADVOGADOS RL",Coimbra,80/02,POMBAL,06-11-2002,secretaria@dnm-sadvog.com,"Av. Heróis do Ultramar, 52 - 2º. Aptº. 107",3100-462 POMBAL,+351236209650,,+351236209652,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=4,,,
"DOMINGUES RIBEIRO, MANUEL MIRALDO & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,19/10,CANTANHEDE,20-02-2010,dominguesribeiro-1359c@adv.oa.pt,Lg. Conselheiro Ferreira Freire / Edfº. - Santander Totta - 1º.,3060-909 CANTANHEDE,+351231422962,,+351231420807,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=4,,,
"F. A. B. S. – FERNANDES, ANTUNES, BENFEITO - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,52/00,VISEU,29-11-2000,fabs.advogados@netvisao.pt,"Avª. Infante D. Henrique, 18 – 2º.",3510-070 VISEU,+351232424100,,+351232423495,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=5,,,
"FERNANDES & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,2/20,VISEU,10-02-2020,cristianafernandes-47761L@adv.oa.pt,"Rua Miguel Bombarda, n.º 37 - 1º esq.",3510-089 VISEU,+351232095496,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=5,,,
"Fernando R. Godinho, Rui M. Simões, Tiago S. Aguiar & Associados, Sociedade de Advogados, SP, RL",Coimbra,18/20,COIMBRA,31-07-2020,geral@fgrsadvogados.pt,"Rua do Carmo, n.º 54 - 1º B",3000-098 COIMBRA,+351239837313,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=5,,,
"FERREIRA DA SILVA, FERREIRA DA SILVA & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,78/09,COIMBRA,22-09-2009,ferreiradasilva.advogados@gmail.com,"R. João Machado, 100 - 2º. Salas 206 e 207",3000-226 COIMBRA,+351239825905,,+351239836793,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=5,,,
"FERREIRA, REMÉDIOS & ASSOCIADOS - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,14/15,FÁTIMA,18-03-2015,geral@ferreiraremediosassociados.pt,"Estrada Principal, Urbanização dos Quebranços, - Lt 15 - 1º esq.",2495-566 FÁTIMA,+351249533262,,+351249538160,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=5,,,
"Filipa Azevedo & Sandra Marisa Queiroz – Sociedade de Advogados, SP, RL",Coimbra,39/22,OLIVEIRA DO BAIRRO,04-11-2022,sandra.marisa.queiroz-49897@adv.oa.pt,"Travessa Dr. Abílio Pereira Pinto, 3 B",3770-200 OLIVEIRA DO BAIRRO,+351243033932,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=5,,,
"FILIPE V. OLIVEIRA, SILVA CORDEIRO E ISABEL FRANÇA - SOCIEDADE DE ADVOGADOS RL",Coimbra,55/03,COIMBRA,22-07-2003,filipeveigadeoliveira-3561c@advogados.oa.pt,"R. Padre Estevão Cabral, 79 - 3º. Sala 318",3000-317 COIMBRA,+351239821984,,+351239821069,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=5,,,
"FILOMENA GIRÃO & ASSOCIADOS, SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,92/09,COIMBRA,17-11-2009,geral@faf-advogados.com,"Rua Machado de Castro, n.º 7 - 1º",3000-254 COIMBRA,+351239822204,,+351239405441,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=5,,,
"FONTES COSTA – SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,36/23,ÁGUEDA,19-12-2023,geral@fontescostaadvogados.pt,"Largo Sebastião Saraiva de Lima, n.º 40, Mourisca do Vouga.",3750-779 ÁGUEDA,+351919719420,,,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=5,,,
"FRAGATEIRO - SOCIEDADE DE ADVOGADOS, SP, RL",Coimbra,26/17,AVEIRO,21-07-2017,soniaconde-46555C@adv.oa.pt,"Estrada de S. Bernardo, 324",3810-174 AVEIRO,+351234484014,,+351234484015,https://portal.oa.pt/advogados/pesquisa-de-sociedades-de-advogados/?cg=C&r=&n=&lo=&m=&cp=&op=&o=0&page=5,,,
